ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000169223,24.557115021542163,-1.0280821910783788,0.2535758596482171,4.324283981255488e-6,2.1331999324854828e-4,10960,LMAN2,5,177331562,177351852,-1,protein_coding,"lectin, mannose binding 2 [Source:HGNC Symbol;Acc:HGNC:16986]"
ENSG00000173334,19.887304603316526,1.5010681396188286,0.423300124878246,3.00616331335685e-6,1.5826565679143416e-4,10221,TRIB1,8,125430321,125438405,1,protein_coding,tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]
ENSG00000164327,3.7990503993228057,2.146172018569225,1.1293316265462918,1.9422084928405445e-5,7.84697647443693e-4,253260,RICTOR,5,38937919,39074408,-1,protein_coding,RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611]
ENSG00000196754,7.2492067988731055,1.9607010253463482,0.6430711772145298,2.50466976945355e-6,1.3764698338268852e-4,6273,S100A2,1,153561108,153567890,-1,protein_coding,S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]
ENSG00000173991,12.82564017511415,1.7459492635278717,0.4591474341175556,3.776503392946337e-7,2.885340702049854e-5,8557,TCAP,17,39664187,39666555,1,protein_coding,titin-cap [Source:HGNC Symbol;Acc:HGNC:11610]
ENSG00000196542,19.204353841957623,1.154012135215637,0.3247546840592076,1.6482764265862028e-5,6.930504572189638e-4,165679,SPTSSB,3,161344792,161372880,-1,protein_coding,serine palmitoyltransferase small subunit B [Source:HGNC Symbol;Acc:HGNC:24045]
ENSG00000005339,11.987578927518213,1.3812478955449528,0.39210124793827494,5.894967461047277e-6,2.73570156618231e-4,1387,CREBBP,16,3725054,3880726,-1,protein_coding,CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]
ENSG00000090339,42.66940019528985,1.5209456797622842,0.4013413181763215,1.106064226849144e-6,6.860883545752364e-5,3383,ICAM1,19,10270835,10286615,1,protein_coding,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]
ENSG00000141738,279.8998634740082,1.5508763176446445,0.20063912990268798,8.961929024846908e-17,6.238498371185098e-14,2886,GRB7,17,39737927,39747291,1,protein_coding,growth factor receptor bound protein 7 [Source:HGNC Symbol;Acc:HGNC:4567]
ENSG00000159167,18.724250745548925,1.2043480763794978,0.32768201056471213,8.246640622733811e-6,3.6903716786733804e-4,6781,STC1,8,23841915,23854807,-1,protein_coding,stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]
ENSG00000133639,44.45381571968023,1.0266180088334063,0.201930681839869,3.4761512845753425e-8,3.5125948061071806e-6,694,BTG1,12,92140278,92145897,-1,protein_coding,BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]
ENSG00000167772,15.12335483351273,3.5049218496229972,0.5633284719806146,6.020702661693039e-13,2.2188060103239344e-10,51129,ANGPTL4,19,8363289,8374373,1,protein_coding,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039]
ENSG00000142156,18.43160137730432,1.5156711706933148,0.38965394682045346,7.678710957278951e-7,5.2290352334078934e-5,1291,COL6A1,21,45981737,46005050,1,protein_coding,collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]
ENSG00000188042,8.767415780400968,2.331928747184672,0.6415861883547883,1.2777457560684965e-7,1.1274756565872014e-5,10123,ARL4C,2,234493041,234497053,-1,protein_coding,ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]
ENSG00000140564,23.303129994449126,1.4513483077931808,0.3132459075111201,4.179723854413732e-8,4.091557804359692e-6,5045,FURIN,15,90868592,90883458,1,protein_coding,"furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]"
ENSG00000173812,70.09648815372955,1.159249288553469,0.22552856716106673,1.412948306717457e-8,1.5530037090499769e-6,10209,EIF1,17,41688885,41692668,1,protein_coding,eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]
ENSG00000171940,16.244220735798706,1.297706200197571,0.35226437376112396,5.004563152754528e-6,2.4009046700496886e-4,7764,ZNF217,20,53567065,53609907,-1,protein_coding,zinc finger protein 217 [Source:HGNC Symbol;Acc:HGNC:13009]
ENSG00000100852,25.957849084421092,1.53716534972134,0.3506966518609776,8.635521496365167e-8,8.074857041004145e-6,394,ARHGAP5,14,32076114,32159728,1,protein_coding,Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675]
ENSG00000173166,14.891811625187833,1.5963255183493137,0.37611458375144435,1.1974663709507392e-7,1.0717324020009116e-5,65059,RAPH1,2,203394345,203535410,-1,protein_coding,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000128228,5.499280940663407,-1.5547421310482958,0.5581660555428045,2.5456140770214917e-5,9.726247569030833e-4,23753,SDF2L1,22,21642261,21644298,1,protein_coding,stromal cell derived factor 2 like 1 [Source:HGNC Symbol;Acc:HGNC:10676]
ENSG00000109814,24.44318160843086,2.5307111037154435,0.43074277264849037,1.6736534204564084e-12,5.242719339579699e-10,7358,UGDH,4,39498755,39528311,-1,protein_coding,UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]
ENSG00000182704,11.384602370708341,1.2950789884495972,0.3871594712579222,1.668347203891498e-5,6.968130154920157e-4,25987,TSKU,11,76782251,76798154,1,protein_coding,"tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]"
ENSG00000168209,50.560776436872615,1.0886857921351005,0.23038163884387314,1.5946052188979205e-7,1.3320268928527296e-5,54541,DDIT4,10,72273920,72276036,1,protein_coding,DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]
ENSG00000108244,47.66190145202233,-1.2893463927161646,0.2519112227380723,8.425230936378853e-9,9.597103966620637e-7,25984,KRT23,17,40922696,40937634,-1,protein_coding,keratin 23 [Source:HGNC Symbol;Acc:HGNC:6438]
ENSG00000198743,18.6749110819141,3.3755212439922446,0.5486392840417184,7.759731604142767e-13,2.558669394734444e-10,6526,SLC5A3,21,34073570,34106262,1,protein_coding,solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038]
ENSG00000153048,22.9323617024391,1.1789798319349027,0.30210279763916514,3.9095921284814654e-6,1.9569196941616776e-4,23589,CARHSP1,16,8852942,8869012,-1,protein_coding,calcium regulated heat stable protein 1 [Source:HGNC Symbol;Acc:HGNC:17150]
ENSG00000129103,13.427080830499879,-1.3734804197941906,0.3302773476669948,5.182287836886184e-7,3.7752364300106913e-5,25870,SUMF2,7,56064002,56080670,1,protein_coding,sulfatase modifying factor 2 [Source:HGNC Symbol;Acc:HGNC:20415]
ENSG00000197249,545.563982365069,1.6841790413800857,0.2524638514474605,1.067873480061476e-13,4.778733823275105e-11,5265,SERPINA1,14,94376747,94390693,-1,protein_coding,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]
ENSG00000131711,11.934415118630167,2.7204524240766554,0.575298022769476,8.041687072842581e-10,1.228809012472165e-7,4131,MAP1B,5,72107234,72209570,1,protein_coding,microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]
ENSG00000118523,16.101522648104922,1.5549023454465662,0.43471582395976544,2.0812638910223056e-6,1.1962493832343802e-4,1490,CTGF,6,131948176,131951373,-1,protein_coding,connective tissue growth factor [Source:HGNC Symbol;Acc:HGNC:2500]
ENSG00000154153,9.12946945444849,2.460842208642067,0.6496144883471628,5.77697802352591e-8,5.483752623846944e-6,54463,RETREG1,5,16473038,16617058,-1,protein_coding,reticulophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:25964]
ENSG00000170525,24.69308009370052,1.1278311043802354,0.27910358532820567,2.865018239377929e-6,1.5211304465849768e-4,5209,PFKFB3,10,6144934,6254644,1,protein_coding,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]"
ENSG00000260032,27.011538745949686,-1.1608289503207943,0.24850142375886672,1.4747234503205603e-7,1.2485327589538258e-5,647979,NORAD,20,36045622,36050960,-1,lincRNA,non-coding RNA activated by DNA damage [Source:HGNC Symbol;Acc:HGNC:44311]
ENSG00000096696,16.45621659568696,1.2928313875846225,0.31599508080486244,1.0308209931587344e-6,6.58989134912191e-5,1832,DSP,6,7541575,7586717,1,protein_coding,desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]
ENSG00000102317,12.635779622904115,-1.2831511325229303,0.31518752081381335,1.176878172710428e-6,7.15839005051537e-5,5935,RBM3,X,48574449,48579066,1,protein_coding,"RNA binding motif (RNP1, RRM) protein 3 [Source:HGNC Symbol;Acc:HGNC:9900]"
ENSG00000075420,37.018880019465705,1.1619300714587584,0.2298599406966411,2.1750946584332154e-8,2.2711613391806823e-6,64778,FNDC3B,3,172039628,172401665,1,protein_coding,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]
ENSG00000108262,7.644672723927452,1.647115335638666,0.5564568750643037,1.0435074083178686e-5,4.539981884105171e-4,28964,GIT1,17,29573469,29594054,-1,protein_coding,GIT ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272]
ENSG00000169242,24.10772989600396,1.761421732669628,0.31968694383182006,1.008659790744338e-10,1.858603996768611e-8,1942,EFNA1,1,155127460,155134857,1,protein_coding,ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]
